miRNA,SRR17326410
hsa-miR-335-3p,41
hsa-miR-361-3p,85
hsa-miR-501-3p,41
hsa-miR-7-5p,29
hsa-miR-181a-2-3p,40
hsa-miR-323b-3p,27
hsa-miR-146b-5p,44
hsa-miR-320b,47
hsa-miR-432-5p,60
hsa-miR-378a-3p,28
hsa-miR-16-2-3p,32
hsa-miR-134-5p,35
hsa-let-7b-3p,34
hsa-miR-370-3p,24
hsa-miR-574-5p,35
hsa-miR-185-5p,24
hsa-miR-1180-3p,24
hsa-miR-98-5p,23
hsa-miR-148b-3p,28
hsa-miR-132-3p,24
hsa-miR-30e-3p,28
hsa-miR-656-3p,17
hsa-miR-505-3p,26
hsa-miR-941,21
hsa-miR-483-3p,45
hsa-miR-125a-3p,16
hsa-miR-339-5p,35
hsa-miR-382-3p,33
hsa-miR-3615,41
hsa-miR-487a-5p,18
hsa-miR-140-3p,62
hsa-miR-320c,21
hsa-miR-744-5p,24
hsa-miR-93-5p,18
hsa-miR-485-5p,23
hsa-miR-126-3p,29
hsa-miR-411-5p,19
hsa-miR-374b-5p,13
hsa-let-7a-3p,22
hsa-miR-493-3p,14
hsa-miR-502-3p,12
hsa-miR-874-3p,15
hsa-miR-1271-5p,12
hsa-miR-181a-3p,13
hsa-miR-411-3p,12
hsa-miR-758-3p,13
hsa-miR-483-5p,23
hsa-miR-495-3p,19
hsa-miR-671-3p,17
hsa-miR-379-5p,12
hsa-miR-329-3p,23
hsa-miR-142-5p,10
hsa-miR-425-5p,22
hsa-miR-337-3p,16
hsa-miR-196b-5p,17
hsa-miR-28-5p,13
hsa-miR-30b-5p,10
hsa-miR-143-5p,20
hsa-miR-151a-5p,13
hsa-miR-4326,14
hsa-miR-20a-5p,8
hsa-miR-589-5p,19
hsa-miR-769-5p,9
hsa-miR-146a-5p,14
hsa-miR-145-3p,21
hsa-miR-500a-3p,25
hsa-miR-3182,7
hsa-miR-23b-5p,12
hsa-miR-654-5p,20
hsa-miR-129-2-3p,8
hsa-miR-889-3p,11
hsa-miR-122-5p,7
hsa-miR-409-5p,13
hsa-miR-140-5p,8
hsa-miR-101-3p,16
hsa-miR-3909,7
hsa-miR-149-5p,16
hsa-miR-129-5p,8
hsa-miR-148a-5p,6
hsa-miR-22-5p,6
hsa-miR-30e-5p,6
hsa-miR-532-3p,8
hsa-miR-369-3p,5
hsa-miR-340-5p,6
hsa-miR-150-5p,6
hsa-miR-708-5p,5
hsa-miR-576-5p,8
hsa-miR-30c-2-3p,9
hsa-miR-136-3p,5
hsa-miR-31-5p,9
hsa-miR-505-5p,5
hsa-miR-2110,8
hsa-miR-199b-5p,7
hsa-miR-1-3p,4
hsa-miR-16-5p,12
hsa-miR-335-5p,6
hsa-miR-450b-5p,5
hsa-miR-487b-3p,6
hsa-miR-1260b,4
hsa-miR-339-3p,5
hsa-miR-629-5p,6
hsa-miR-1249-3p,10
hsa-miR-379-3p,4
hsa-miR-455-3p,6
hsa-miR-3179,3
hsa-miR-450a-5p,4
hsa-miR-10a-3p,3
hsa-miR-660-5p,3
hsa-miR-330-3p,5
hsa-miR-210-5p,4
hsa-miR-3605-3p,6
hsa-let-7e-3p,4
hsa-miR-27b-5p,4
hsa-miR-192-5p,8
hsa-miR-664a-5p,5
hsa-miR-486-3p,3
hsa-miR-3129-3p,5
hsa-miR-24-2-5p,4
hsa-miR-4488,7
hsa-miR-181d-5p,7
hsa-miR-10401-3p,8
hsa-miR-1296-5p,6
hsa-miR-454-5p,4
hsa-miR-6716-3p,5
hsa-miR-365a-5p,5
hsa-miR-410-3p,3
hsa-miR-6511b-3p,3
hsa-miR-222-5p,4
hsa-miR-17-5p,3
hsa-miR-93-3p,5
hsa-miR-7706,7
hsa-miR-664b-3p,2
hsa-miR-4473,2
hsa-miR-193b-5p,2
hsa-miR-369-5p,4
hsa-miR-34b-3p,4
hsa-miR-10b-3p,5
hsa-miR-503-5p,4
hsa-miR-92b-5p,5
hsa-miR-376c-3p,2
hsa-miR-1343-3p,3
hsa-miR-1306-5p,2
hsa-miR-154-5p,3
hsa-miR-629-3p,2
hsa-miR-425-3p,4
hsa-miR-548h-5p,2
hsa-miR-2116-3p,3
hsa-mir-1273c-5p,3
hsa-miR-4728-3p,3
hsa-miR-1291,3
hsa-miR-139-5p,2
hsa-miR-138-5p,4
hsa-miR-3178,2
hsa-miR-362-5p,4
hsa-miR-9-5p,2
hsa-miR-299-5p,4
hsa-miR-501-5p,2
hsa-miR-133a-3p,2
hsa-miR-431-5p,2
hsa-miR-625-3p,2
hsa-miR-103a-3p,2
hsa-miR-452-5p,2
hsa-miR-363-3p,2
hsa-miR-766-3p,2
hsa-miR-365b-5p,5
hsa-miR-127-5p,3
hsa-miR-132-5p,3
hsa-miR-214-3p,4
hsa-miR-4787-3p,2
hsa-miR-15b-5p,3
hsa-miR-181c-3p,2
hsa-miR-3151-5p,3
hsa-miR-486-5p,2
hsa-miR-374a-5p,2
hsa-miR-4775,2
hsa-miR-152-5p,1
hsa-miR-4707-5p,1
hsa-miR-3609,5
hsa-miR-4324,1
hsa-miR-760,3
hsa-miR-455-5p,1
hsa-miR-3127-5p,1
hsa-miR-331-3p,3
hsa-miR-454-3p,2
hsa-miR-1301-3p,2
hsa-miR-7-1-3p,1
hsa-miR-4467,2
hsa-miR-3180,1
hsa-miR-940,1
hsa-miR-4661-5p,1
hsa-miR-943,1
hsa-miR-548o-3p,1
hsa-miR-431-3p,4
hsa-miR-370-5p,2
hsa-miR-1303,2
hsa-miR-616-5p,1
hsa-miR-451a,3
hsa-miR-137-5p,2
hsa-miR-3158-3p,1
hsa-miR-4723-3p,1
hsa-miR-5189-5p,1
hsa-miR-2682-5p,3
hsa-miR-1270,2
hsa-miR-9901,2
hsa-miR-665,2
hsa-miR-323a-5p,1
hsa-miR-491-5p,2
hsa-miR-378d,1
hsa-miR-136-5p,1
hsa-miR-1843,1
hsa-miR-6736-5p,1
hsa-miR-4677-3p,1
hsa-miR-3167,1
hsa-miR-1228-3p,1
hsa-miR-4485-3p,1
hsa-miR-1248,2
hsa-miR-129-1-3p,3
hsa-miR-3934-5p,1
hsa-miR-29b-3p,3
hsa-miR-151b,1
hsa-miR-584-5p,1
hsa-miR-548bc,1
hsa-miR-6747-3p,1
hsa-mir-2110-5p,3
hsa-miR-377-5p,1
hsa-miR-1226-3p,2
hsa-miR-642a-5p,1
hsa-mir-612-5p,1
hsa-miR-24-1-5p,1
hsa-miR-1292-5p,3
hsa-miR-4649-5p,1
hsa-mir-1245a-3p,1
hsa-miR-3928-3p,1
hsa-miR-29a-5p,1
hsa-miR-652-3p,2
hsa-miR-329-5p,1
hsa-miR-27a-5p,1
hsa-miR-6511a-3p,2
hsa-miR-887-3p,1
hsa-miR-19a-3p,1
hsa-miR-10399-3p,4
hsa-miR-148b-5p,2
hsa-miR-5010-3p,4
hsa-miR-3180-3p,1
hsa-miR-3940-3p,2
hsa-miR-218-5p,2
hsa-miR-3648,1
hsa-mir-3138-3p,1
hsa-miR-194-5p,2
hsa-miR-1246,2
hsa-miR-195-3p,2
hsa-miR-1278,1
hsa-miR-34a-5p,1
hsa-miR-10395-3p,2
hsa-miR-6795-5p,1
hsa-miR-4781-3p,1
hsa-miR-106b-5p,1
hsa-miR-4423-3p,1
hsa-miR-3619-3p,1
hsa-miR-330-5p,1
hsa-miR-3192-5p,1
hsa-miR-21-3p,1
hsa-miR-628-5p,1
hsa-miR-34c-5p,1
hsa-miR-487b-5p,1
hsa-miR-877-5p,1
hsa-miR-4685-3p,2
hsa-miR-324-3p,1
hsa-miR-6873-3p,1
hsa-miR-125b-2-3p,1
hsa-miR-708-3p,1
hsa-miR-3613-3p,1
hsa-miR-3613-5p,1
hsa-miR-615-5p,1
hsa-miR-203a-3p,2
hsa-miR-181b-2-3p,1
hsa-miR-340-3p,1
hsa-miR-576-3p,1
hsa-mir-6132-5p,1
hsa-miR-92a-1-5p,1
hsa-miR-29c-3p,1
hsa-miR-4286,1
hsa-miR-3685,1
hsa-miR-548l,1
hsa-miR-6816-3p,1
hsa-miR-618,1
hsa-miR-605-5p,1
hsa-miR-1244,1
hsa-miR-137-3p,1
hsa-miR-628-3p,1
hsa-miR-1304-5p,1
hsa-miR-342-5p,1
hsa-miR-200c-3p,1
hsa-miR-3917,1
hsa-miR-210-3p,1
hsa-let-7a-2-3p,2
hsa-miR-6755-5p,1
hsa-miR-4746-5p,1
hsa-miR-585-3p,1
hsa-miR-1908-5p,1
hsa-miR-1185-1-3p,1
hsa-miR-1284,2
hsa-miR-4748,1
hsa-miR-320d,1
hsa-miR-937-3p,1
hsa-miR-4423-5p,1
hsa-miR-4516,1
hsa-miR-6741-3p,1
hsa-miR-4709-5p,1
hsa-miR-31-3p,1
hsa-miR-421,1
hsa-miR-450a-2-3p,1
hsa-mir-3648-1-5p,1
hsa-miR-3127-3p,1
